PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp,
0.152,26.635,17.679,20.237,0.759,4.876,,
6.98,25.83,18.062,6.897,0.91,2.393,,
0.065,28.447,14.173,23.794,0.669,1.595,,
0,29.371,13.955,27.324,0.619,2.096,,
0.072,24.717,11.353,28.465,0.48,4.551,,
0,24.011,4.133,28.551,0.584,1.579,,
0,24.647,8.467,28.395,0.524,2.423,,
0,25.501,11.846,28.233,0.633,3.294,,
0.045,27.337,14.744,22.035,0.683,4.219,,
5.529,27.403,20.311,17.825,0.768,4.718,,
2.372,31.803,21.354,20.784,0.787,3.69,,
0,34.578,15.676,27.646,0.7,1.645,,
3.689,30.172,19.288,25.698,0.699,2.27,,
11.908,28.002,18.498,23.787,0.874,2.207,,
5.378,24.848,18.008,11.343,0.874,2.441,,
13.79,21.584,17.538,5.099,0.903,2.601,,
33.86,24.063,17.542,14.357,0.953,3.411,,
18.675,26.944,19.452,21.496,0.898,2.297,,
4.484,29.678,18.268,27.248,0.814,2.073,,
5.806,29.656,17.957,26.755,0.767,2.941,,
4.068,28.86,19.298,15.477,0.856,1.838,,
15.575,27.475,16.475,26.459,0.871,1.221,,
2.481,26.983,16.781,24.673,0.832,2.851,,
1.524,29.521,16.329,22.674,0.798,2.082,,
72.815,23.183,12.926,16.258,0.874,3.46,,
0.142,20.341,12.351,10.744,0.78,2.513,,
11.646,19.64,11.786,3.197,0.947,4.949,,
1.229,19.134,10.778,11.347,0.875,3.527,,
0.007,25.342,10.859,23.566,0.759,1.432,,
0.402,23.781,13.211,11.155,0.787,1.985,,
22.62,23.723,16.111,8.223,0.934,1.836,,
52.638,25.416,19.3,11.381,0.929,2.498,,
2.067,25.078,15.587,26.406,0.816,2.634,,
0.158,26.727,15.507,28.502,0.794,2.425,,
0,31.858,15.695,28.619,0.748,2.291,,
0.373,31.048,21.232,24.465,0.703,3.537,,
2.39,31.841,17.491,23.688,0.741,2.429,,
5.272,31.32,19.737,26.808,0.81,1.408,,
5.073,33.019,21.242,28.29,0.763,2.577,,
3.831,32.903,21.64,28.255,0.754,2.671,,
5.601,31.222,22.444,27.799,0.769,2.582,,
1.296,29.018,19.972,22.285,0.834,2.753,,
0,32.022,18.419,28.407,0.746,1.806,,
0,33.829,21.045,25.471,0.697,2.526,,
0,35.341,23.928,27.923,0.634,4.101,,
0,35.506,24.005,28.771,0.591,5.083,,
0,34.649,23.024,28.984,0.575,5.212,,
0,35.674,23.633,28.75,0.61,3.42,,
0,35.863,22.771,28.558,0.608,2.613,,
2.858,33.833,21.347,24.418,0.692,2.203,,
0.994,30.111,20.416,16.503,0.66,3.581,,
0.362,31.731,16.423,25.145,0.675,2.355,,
5.792,31.707,18.781,28.013,0.69,1.761,,
3.235,36.752,22.811,28.147,0.71,2.689,,
1.292,34.536,24.026,16.113,0.619,3.008,,
7.656,33.985,21.339,26.115,0.744,1.74,,
6.576,31.007,21.484,27.447,0.714,2.052,,
6.166,34.427,21.616,26.942,0.725,2.709,,
50.824,30.331,22.118,22.671,0.84,2.848,,
0.256,34.183,17.15,28.278,0.773,1.177,,
0,36.966,23.658,28.357,0.635,4.218,,
0,37.025,25.209,27.017,0.584,5.282,,
3.358,34.384,24.397,28.043,0.636,3.157,,
0.261,35.034,23.13,28.111,0.669,3.418,,
0,36.145,24.782,28.81,0.506,4.793,,
0,37.026,24.346,28.677,0.448,4.416,,
0,37.134,22.954,28.939,0.387,4.706,,
0,36.015,23.574,28.682,0.465,4.27,,
0,36.052,23.582,28.605,0.468,4.055,,
0,36.802,24.364,28.437,0.477,4.642,,
0,36.69,23.228,28.382,0.452,4.733,,
0,37.035,25.435,28.43,0.45,5.821,,
0,36.242,23.499,28.443,0.443,4.82,,
0,37.64,24.937,27.523,0.493,4.475,,
0,36.183,25.797,13.306,0.518,4.099,,
2.393,36.79,23.656,23.014,0.575,5.003,,
13.676,31.521,21.697,14.732,0.762,1.23,,
20.811,29.115,21.421,22.16,0.86,1.804,,
11.543,27.984,22.236,19.852,0.859,1.992,,
4.154,31.337,20.64,23.111,0.78,2.389,,
10.169,28.57,21.318,25.318,0.811,1.661,,
4.741,32.779,22.549,25.737,0.743,3.101,,
2.376,35.602,23.311,23.053,0.731,2.271,,
0.261,36.78,24.037,26.609,0.601,2.826,,
0,37.081,24.214,26.959,0.548,2.823,,
0,37.907,25.517,27.126,0.534,3.453,,
0.457,37.419,26.802,24.599,0.496,3.317,,
81.783,30.684,23.834,3.512,0.917,2.037,,
14.265,33.586,22.859,18.72,0.821,2.169,,
0,35.442,23.576,26.736,0.536,3.435,,
1.763,33.328,22.799,26.331,0.575,2.649,,
0.378,37.039,20.104,25.746,0.515,2.071,,
12.708,31.503,21.204,23.937,0.735,2.08,,
2.055,33.772,20.768,25.898,0.727,1.841,,
0,37.444,22.821,24.824,0.523,2.325,,
0,35.9,26.331,21.546,0.492,3.515,,
0,38.092,23.193,24.956,0.495,2.15,,
1.126,37.471,25.417,25.757,0.522,3.543,,
0,37.89,25.534,26.199,0.434,3.295,,
0,37.677,26.305,25.82,0.453,3.015,,
0.00E+00,37.084,27.398,18.348,0.469,2.724,,
2.77E+00,34.853,23.825,20.003,0.535,2.158,,
5.824,30.951,22.915,17.867,0.751,2.976,,
0.781,33.385,21.208,25.488,0.674,3.085,,
0.185,31.95,20.636,19.424,0.469,2.944,,
0,28.907,17.603,20.191,0.557,2.722,,
0,30.001,14.325,26.329,0.493,1.847,,
0,28.647,15.843,20.981,0.481,2.253,,
0,29.421,15.603,19.827,0.507,1.897,,
0.71,27.777,18.446,16.318,0.665,2.356,,
0,32.096,17.016,23.879,0.6,1.836,,
0,32.884,18.757,19.525,0.573,1.981,,
0,31.955,20.758,18.896,0.503,2.299,,
0,34.133,19.912,22.793,0.526,2.443,,
0.098,33.638,22.161,17.152,0.59,4.075,,
2.29,35.955,21.371,19.933,0.696,2.42,,
3.145,35.542,22.416,21.064,0.619,2.25,,
7.999,31.132,19.263,22.114,0.674,4.282,,
0,35.542,15.41,24.991,0.387,1.79,,
0,34.824,17.501,24.975,0.351,2.968,,
0,34.746,20.107,24.234,0.405,3.099,,
0,34.903,19.87,18.863,0.459,2.233,,
7.766,30.314,22.922,17.709,0.622,3.151,,
1.10E+00,37.979,24.179,22.469,0.554,5.08,,
7.745,35.095,21.114,22.451,0.624,3.129,,
0,35.502,20.087,22.87,0.646,2.084,,
0.003,35.573,22.583,22.371,0.648,3.718,,
0,35.286,23.628,22.656,0.578,4.09,,
0,36.553,23.332,22.943,0.522,3.51,,
0,37.099,23.615,22.778,0.529,3.4,,
0,36.556,24.153,22.777,0.488,4.207,,
0,37.024,23.866,10.452,0.538,2.856,,
1.923,31.38,16.825,17.869,0.612,3.29,,
0,33.665,19.137,22.141,0.451,2.844,,
0.048,34.009,20.881,18.125,0.528,3.259,,
2.026,33.67,22.973,18.179,0.714,3.366,,
0.01,33.42,21.841,21.135,0.634,3.378,,
0,35.45,17.937,21.07,0.501,2.052,,
0.027,35.039,20.78,20.278,0.633,2.423,,
0,37.043,23.183,19.449,0.521,2.928,,
2.019,35.123,24.113,16.095,0.538,1.903,,
0,36.166,26.411,17.677,0.428,4.613,,
2.496,33.555,23.061,17.34,0.597,5.369,,
4.024,29.97,21.474,20.307,0.725,3.847,,
0,25.919,13.132,21.766,0.404,4.065,,
0,25.043,10.3,21.55,0.498,2.44,,
0,30.283,13.731,20.714,0.609,2.407,,
0.024,34.514,19.063,19.214,0.647,3.594,,
0.098,28.08,17.115,20.897,0.511,4.469,,
0,28.105,14.59,20.949,0.479,3.632,,
0,26.431,13.835,20.96,0.456,3.909,,
0,26.212,9.793,21.044,0.333,2.959,,
0,26.935,11.832,20.378,0.388,2.756,,
0,28.055,10.578,20.484,0.451,2.12,,
0,28.79,11.222,20.354,0.509,1.925,,
0,32.478,10.709,20.146,0.494,1.429,,
0,30.97,14.736,19.798,0.425,2.555,,
0,29.696,15.968,17.653,0.486,2.545,,
0,29.34,16.824,19.033,0.484,4.719,,
2.82,25.969,9.591,20.068,0.366,4.35,,
0,27.509,11.077,19.351,0.254,3.911,,
0,29.594,18.948,18.724,0.524,4.628,,
0,28.913,11.909,19.018,0.352,2.447,,
0,32.055,15.44,18.61,0.319,3.479,,
0,31.92,18.261,18.588,0.339,4.385,,
0,31.373,18.483,18.033,0.442,6.564,,
0.165,33.19,21.735,14.606,0.571,5.366,,
10.231,24.515,14.496,6.007,0.816,4.265,,
1.778,15.393,11.627,5.885,0.701,3.338,,
0.003,23.571,10.999,16.225,0.535,2.194,,
0,23.2,10.456,17.773,0.479,3.336,,
0.017,24.263,14.796,8.437,0.56,4.213,,
0.062,27.899,18.17,12.218,0.69,2.933,,
0,28.009,16.479,16.725,0.616,2.644,,
0,28.734,16.211,14.146,0.617,1.974,,
0.91,26.027,18.754,5.851,0.681,1.677,,
1.70E-02,29.567,17.669,12.767,0.714,1.643,,
7.00E-03,32.242,22.26,11.46,0.477,3.089,,
0.135,26.565,17.024,13.23,0.619,3.319,,
0.00E+00,27.089,14.903,15.404,0.712,2.296,,
2.057,29.869,16.939,15.072,0.598,4.151,,
0.735,24.888,13.349,15.454,0.679,1.865,,
1.292,28.778,17.497,12.249,0.774,4.508,,
21.392,25.312,16.265,14.163,0.71,6.112,,
0,23.793,8.753,16.122,0.473,3.868,,
0.227,20.598,13.367,12.797,0.523,6.67,,
0,11.779,5.37,9.538,0.474,4.846,,
0,12.083,-0.432,12.994,0.526,2.355,,
0,13.246,1.451,13.022,0.477,2.152,,
0,17.03,3.361,15.195,0.537,3.101,,
0.268,11.428,8.888,2.661,0.54,4.519,,
1.466,16.5,11.336,1.455,0.788,5.806,,
2.244,18.388,15.707,1.918,0.897,5.097,,
2.578,19.746,17.204,2.932,0.926,4.057,,
8.607,19.865,6.527,13.798,0.727,6.079,,
0,17.208,2.985,14.775,0.572,2.1,,
0,19.051,4.785,14.567,0.53,2.174,,
0,19.878,5.677,14.234,0.512,2.075,,
0,21.383,8.096,13.758,0.61,4.089,,
0.093,21.231,10.844,8.633,0.693,3.967,,
1.428,18.924,13.836,1.675,0.836,3.662,,
36.179,16.824,15.666,0.505,0.907,3.691,,
23.1,16.409,9.096,7.468,0.907,3.235,,
21.7,16.239,9.758,5.687,0.909,3.187,,
6.338,10.022,4.311,4.002,0.868,5.194,,
0.003,15.134,3.495,12.636,0.836,3.225,,
8.293,13.409,9.118,3.972,0.879,4.758,,
0.072,8.629,2.463,9.789,0.68,6.503,,
2.20E-01,5.774,1.408,9.689,0.701,4.224,,
0.00E+00,6.932,-2.368,13.289,0.681,2.807,,
0,9.674,-2.169,13.453,0.653,1.715,,
0,13.627,-0.468,12.396,0.716,3.4,,
0,11.783,2.558,12.609,0.726,3.788,,
0,15.977,2.382,13.111,0.596,3.334,,
0,12.304,3.54,13.05,0.587,3.555,,
0.076,12.219,3.125,4.888,0.593,3.988,,
1.095,13.468,5.98,8.886,0.807,5.732,,
0.903,5.783,1.265,1.783,0.593,6.064,,
5.727,10.127,0.495,11.021,0.846,2.707,,
0,11.514,1.747,12.446,0.817,2.332,,
0.069,11.326,2.937,8.442,0.811,2.643,,
12.466,13.867,7.28,11.382,0.83,5.091,,
0,14.984,4.604,12.485,0.762,3.87,,
0,15.754,3.482,12.291,0.603,2.513,,
0.266,15.483,6.897,3.698,0.692,5.225,,
9.325,16.113,14.082,1.216,0.883,7.724,,
58.303,16.545,5.883,0.669,0.939,6.164,,
21.882,8.525,3.005,8.98,0.89,4.084,,
0.01,11.952,3.42,9.248,0.887,2.732,,
0.062,8.969,1.749,11.609,0.826,2.378,,
1.58E-01,12.26,2.399,10.751,0.856,3.829,,
5.78E+00,12.642,9.815,1.661,0.947,3.449,,
1.311,13.161,3.13,2.041,0.887,4.799,,
0.609,14.322,5.547,10.368,0.869,2.23,,
0.728,15.241,8.076,2.901,0.936,3.095,,
0.1,15.768,8.925,9.184,0.844,3.843,,
0.00E+00,11.411,1.215,12.269,0.677,5.024,,
1.75E-01,11.23,5.98,4.346,0.781,3.683,,
0.093,8.03,1.578,10.05,0.756,4.149,,
0.35,11.916,4.569,5.408,0.881,3.462,,
2.414,15.998,9.283,1.996,0.956,3.448,,
1.892,18.768,16.169,1.577,0.945,5.582,,
2.589,19.306,18.001,1.318,0.929,5.822,,
4.863,19.362,2.064,1.129,0.918,5.408,,
2.699,1.836,0.453,0.99,0.819,4.97,,
1.112,9.483,1.753,7.456,0.89,2.498,,
2.177,17.313,7.555,1.967,0.949,4.786,,
7.405,17.965,5.814,8.29,0.864,5.897,,
0,7.702,-0.29,9.455,0.744,3.079,,
0.268,9.377,4.057,6.569,0.824,2.028,,
18.632,9.533,6.487,4.276,0.931,2.994,,
1.71,8.739,7.002,2.718,0.93,2.978,,
9.579,11.254,6.865,1.648,0.949,4.425,,
1.428,9.84,0.566,8.721,0.859,5.768,,
2.199,6.21,1.518,3.17,0.899,2.582,,
0.525,14.12,5.678,10.92,0.879,3.291,,
0,8.037,-1.202,12.25,0.653,4.354,,
0,7.934,0.587,10.404,0.632,3.447,,
0.199,9.277,2.471,6.086,0.792,3.044,,
0.285,10.562,4.191,4.238,0.871,1.396,,
8.21E-01,11.06,8.175,2.419,0.924,2.539,,
11.016,11.587,7.195,1.879,0.955,3.129,,
4.147,6.712,3.329,2.216,0.919,4.188,,
9.781,10.805,2.125,11.282,0.904,2.259,,
0,17.072,2.907,13.89,0.853,2.275,,
0,17.319,5.725,14.071,0.787,2.783,,
0.867,16.499,10.608,3.581,0.9,5.27,,
8.679,17.092,1.32,13.485,0.735,6.682,,
0,9.326,-0.156,14.646,0.679,3.012,,
0,11.46,-1.531,14.723,0.64,1.754,,
0,15.206,2.161,13.943,0.59,2.114,,
0,15.51,6.421,12.034,0.648,4.011,,
9.936,11.146,3.749,3.716,0.905,4.497,,
0.223,8.937,0.265,10.864,0.75,3.017,,
0,15.332,3.29,14.764,0.739,2.983,,
0,18.195,5.921,15.194,0.783,2.686,,
0.251,14.35,6.554,13.121,0.844,4.383,,
6.501,10.634,8.816,2.512,0.892,3.634,,
7.963,10.287,8.943,1.084,0.955,2.78,,
10.885,9.745,7.561,1.624,0.958,2.746,,
1.123,7.722,4.302,5.07,0.896,4.44,,
0.017,15.538,0.788,15.059,0.841,1.536,,
0,17.968,4.938,16.134,0.781,2.331,,
0,18.332,7.174,14.076,0.796,3.199,,
10.585,16.832,11.477,4.141,0.867,4.385,,
0.161,15.088,6.861,14.995,0.772,5.496,,
0.021,10.248,1.435,16.108,0.727,5.127,,
0,13.406,1.219,15.062,0.784,1.907,,
0.014,12.388,5.169,11.936,0.699,3.783,,
17.547,15.642,8.527,2.503,0.899,6.085,,
1.049,10.872,-0.82,15.717,0.784,5.616,,
0,4.251,-3.224,16.382,0.687,5.158,,
0.01,4.983,-5.518,17.527,0.51,4.344,,
0.055,11.328,-1.112,11.531,0.686,4.321,,
0.233,19.78,8.809,14.176,0.877,6.36,,
0.27,19.493,13.695,17.953,0.64,7.296,,
0,13.098,4.413,17.752,0.641,3.967,,
0,14.87,3.048,18.057,0.701,2.743,,
1.14,10.621,4.749,4.858,0.835,5.593,,
25.087,16.62,10.165,15.878,0.86,5.912,,
0.038,9.262,-0.416,18.154,0.753,5.192,,
0.003,10.246,0.524,15.085,0.82,2.784,,
3.098,8.898,5.641,3.964,0.858,2.518,,
6.621,9.42,7.631,1.774,0.938,4.097,,
0.443,14.39,8.149,13.51,0.869,4.513,,
0.12,10.41,3.165,7.708,0.85,3.281,,
0.077,13.251,4.319,17.012,0.776,4.661,,
0.091,10.446,2.649,14.114,0.788,3.996,,
0,14.902,2.318,14.832,0.731,2.321,,
0,17.157,4.419,19.363,0.748,3.543,,
0,23.949,8.319,20.269,0.633,3.068,,
0,24.706,12.539,20.512,0.578,5.683,,
0,19.618,11,20.146,0.646,5.304,,
0.079,12.455,6.411,11.578,0.612,5.422,,
5.558,7.792,2.068,7.432,0.849,5.448,,
0.036,5.349,-2.673,20.978,0.547,6.32,,
0,12.489,-4.355,21.948,0.473,2.768,,
5.352,11.145,3.919,4.524,0.822,5.929,,
7.301,20.291,11.525,13.788,0.892,4.774,,
0.572,16.624,6.71,7.249,0.865,4.781,,
0.505,14.097,5.218,16.166,0.833,4.347,,
10.914,15.842,10.733,5.835,0.891,4.794,,
23.231,13.787,11.323,5.371,0.943,3.258,,
0.733,15.118,9.328,5.247,0.931,2.174,,
4.76,15.637,13.414,2.464,0.959,2.483,,
0.321,17.467,5.518,20.698,0.832,2.409,,
0,23.305,8.131,22.33,0.766,3.057,,
5.005,20.197,12.332,10.112,0.92,3.376,,
0.024,18.522,7.048,21.97,0.797,2.836,,
0,22.184,8.692,23.128,0.745,1.865,,
0.457,22.966,12.38,19.374,0.783,3.44,,
0.601,25.042,16.057,14.887,0.881,3.504,,
0.403,23.999,17.687,17.811,0.787,4.138,,
0,19.888,9.81,23.304,0.644,5.171,,
0,15.262,7.145,21.796,0.634,5.022,,
0,17.889,0.417,24.354,0.704,2.209,,
0.046,15.477,10.221,8.116,0.689,4.216,,
8.189,14.867,8.908,4.229,0.941,3.842,,
9.15E-01,15.552,4.63,15.563,0.861,3.177,,
0.093,19.719,6.31,22.015,0.815,3.94,,
2.826,17.99,12.22,7.014,0.896,4.507,,
0.307,15.357,8.499,12.121,0.827,3.414,,
0,20.618,7.196,24.555,0.686,3.477,,
0,24.138,11.234,25.748,0.603,5.174,,
0.187,23.938,14.045,17.98,0.815,3.139,,
0.352,26.037,17.065,20.506,0.836,4.399,,
0.608,23.609,16.089,10.758,0.819,4.772,,
17.443,21.526,6.403,2.324,0.946,5.183,,
3.667,12.774,4.951,9.81,0.834,5.951,,
0.003,18.805,4.549,25.107,0.693,2.326,,
0.439,20.461,9.328,17.033,0.684,3.154,,
2.156,23.895,9.807,11.248,0.914,2.606,,
0.271,25.794,15.935,20.273,0.755,7.602,,
6.109,23.821,9.78,26.777,0.738,3.896,,
0,16.926,5.59,27.257,0.638,4.075,,
0,20.979,5.426,27.173,0.635,2.696,,
0.208,25.417,12.119,13.118,0.718,5.631,,
0.427,26.171,17.522,17.408,0.73,8.027,,
3.009,24.319,17.161,11.164,0.839,4.482,,
0.01,24.962,10.622,26.627,0.648,2.636,,
0,25.01,12.17,26.321,0.63,3.245,,
0.01,25.07,13.832,19.59,0.715,3.229,,
21.458,22.254,16.449,6.437,0.891,4.045,,
0.252,22.945,13.5,13.912,0.854,1.798,,
0.546,25.781,14.24,20.475,0.873,2.033,,
4.223,23.104,13.879,15.512,0.878,3.64,,
0.22,21.725,9.497,18.173,0.778,3.693,,
0,28.417,11.397,27.322,0.764,2.96,,
0,26.901,16.946,16.963,0.708,4.777,,
7.052,22.586,17.637,4.596,0.888,3.913,,
0.467,29.7,18.135,21.932,0.775,4.554,,
2.266,29.295,19.735,25.338,0.692,5.775,,
16.023,26.58,20.955,11.06,0.789,6.236,,
21.784,20.856,10.622,25.142,0.78,4.31,,
1.404,21.146,10.655,15.338,0.765,2.643,,
1.864,19.721,11.594,18.684,0.857,3.296,,
0.244,24.15,13.883,25.327,0.816,3.911,,
0,26.856,10.83,29.077,0.744,2.139,,
0,30.9,13.323,27.93,0.701,2.64,,
0,30.319,18.679,28.257,0.628,3.861,,
0,30.403,19.431,26.472,0.614,3.324,,
14.65,25.632,19.753,14.542,0.74,3.606,,
1.723,24.735,13.636,28.113,0.685,3.186,,
0,23.6,12.788,23.404,0.665,2.983,,
0.536,19.586,13.285,8.163,0.693,3.796,,
0.103,29.523,15.649,18.943,0.746,4.432,,
15.772,25.392,19.385,5.251,0.824,4.691,,
12.133,27.906,18.832,21.188,0.845,2.84,,
0.041,28.851,16.267,28.027,0.73,3.6,,
0.003,27.308,16.247,28.659,0.67,3.299,,
0.144,29.393,14.57,28.587,0.665,2.367,,
4.223,28.136,17.651,26.904,0.853,2.892,,
9.321,27.399,18.526,25.222,0.844,2.153,,
2.4,31.498,19.369,28.148,0.782,2.099,,
0.446,27.162,17.988,29.42,0.754,3.311,,
0,28.205,13.571,29.469,0.66,2.849,,
0,33.316,18.085,29.385,0.507,5.036,,
0,36.406,22.764,29.065,0.582,5.291,,
0,35.346,23.6,28.819,0.536,5.448,,
0.041,34.842,19.054,28.215,0.648,3.232,,
0,35.378,22.577,28.923,0.578,5,,
0,35.157,25.443,27.871,0.547,6.58,,
0.031,34.735,25.272,28.436,0.514,6.968,,
0,34.743,25.252,27.154,0.52,6.264,,
4.503,31.927,23.4,15.878,0.648,3.603,,
14.553,29.187,20.684,25.123,0.836,2.387,,
1.93,30.588,20.151,26.112,0.759,3.029,,
0.223,33.643,21.039,25.841,0.646,2.572,,
1.852,37.33,20.443,27.974,0.665,1.506,,
1.682,36.137,21.909,26.129,0.615,1.744,,
8.514,33.707,23.301,25.06,0.748,2.642,,
4.317,33.446,22.027,23.5,0.702,2.673,,
10.276,29.103,21.632,23.915,0.79,2.805,,
6.388,25.173,22.074,8.702,0.928,2.279,,
9.582,24.235,20.291,5.179,0.934,2.782,,
1.143,29.31,21.128,12.069,0.854,2.164,,
14.083,28.794,22.135,24.372,0.874,1.733,,
1.473,33.459,23.594,23.699,0.793,3.119,,
2.508,34.498,23.365,28.049,0.699,3.992,,
10.355,31.852,23.365,21.772,0.801,2.735,,
10.842,30.885,19.662,27.344,0.825,1.703,,
2.729,33.519,23.083,24.395,0.788,2.771,,
2.376,35.154,23.375,28.803,0.681,4.487,,
0,37.014,24.738,28.713,0.574,5.12,,
0,36.946,24.791,28.98,0.528,5.562,,
0,36.115,24.846,28.871,0.518,5.246,,
0,35.734,24.424,28.873,0.513,5.293,,
0,35.997,24.087,28.498,0.49,6.125,,
0,35.299,23.631,28.873,0.488,6.379,,
0,36.436,25.526,28.529,0.496,7.38,,
0,36.967,25.846,28.536,0.521,6.358,,
0,37.465,25.261,28.661,0.528,6.135,,
0,37.086,25.039,28.657,0.508,5.77,,
0,37.222,23.191,28.978,0.448,4.784,,
0,37.021,22.84,28.16,0.462,3.317,,
0,37.3,24.561,28.252,0.504,4.269,,
0.00E+00,37.577,24.138,28.572,0.472,3.913,,
0,36.661,24.326,28.207,0.463,4.602,,
0,38.045,24.472,28.181,0.451,4.645,,
0,37.645,25.461,28.059,0.412,3.604,,
0,38.184,23.617,28.352,0.469,3.716,,
0,38.051,24.266,28.264,0.486,4.171,,
0,38.958,24.806,28.244,0.426,3.733,,
0,39.439,24.926,27.807,0.418,2.835,,
0.591,36.619,25.025,15.379,0.513,2.567,,
0.585,38.522,24.872,23.969,0.495,2.872,,
0,39.11,26.137,25.926,0.416,3.651,,
0,39.448,27.476,24.214,0.35,3.879,,
0,40.258,26.291,28.051,0.397,4.962,,
0,39.669,25.149,28.252,0.393,4.741,,
0,39.437,24.029,28.252,0.343,3.758,,
0,39.047,25.469,27.689,0.351,3.496,,
0,39.633,26.831,22.635,0.449,3.103,,
0.589,41.409,25.443,15.443,0.512,2.262,,
1.637,42.486,24.571,14.685,0.549,2.07,,
0,40.083,26.319,24.08,0.452,2.721,,
0,41.186,27.382,26.854,0.4,3.3,,
0.95,39.253,25.046,16.93,0.456,2.051,,
8.603,29.816,23.968,4.494,0.782,2.895,,
13.223,35.813,19.845,20.994,0.804,1.619,,
2.221,38.534,22.814,23.428,0.686,2.772,,
1.274,35.273,24.172,18.243,0.536,2.828,,
11.611,30.823,22.055,7.906,0.802,1.544,,
0.323,35.598,21.865,20.433,0.753,2.706,,
2.786,35.788,24.264,24.782,0.67,3.662,,
27.89,33.439,23.125,6.814,0.807,3.528,,
0.161,38.117,25.352,22.858,0.596,3.056,,
1.475,38.642,26.059,25.569,0.505,3.578,,
0,39.629,26.521,25.437,0.427,3.191,,
0,38.844,26.509,25.513,0.408,3.186,,
0,39.801,26.782,25.223,0.418,3.26,,
0,39.248,26.741,24.833,0.413,3.098,,
0,38.789,27.307,24.112,0.428,3.113,,
0,40.167,27.996,15.83,0.394,2.781,,
0,40.245,25.354,23.943,0.354,2.292,,
0,39.993,26.461,16.828,0.334,2.339,,
0.297,39.716,25.722,15.505,0.386,2.168,,
4.791,38.331,24.609,23.128,0.551,3.283,,
0.156,38.883,26.407,23.833,0.423,4.461,,
1.895,38.104,24.069,22.726,0.465,3.045,,
0,38.818,24.732,24.094,0.386,2.867,,
0.064,36.995,24.265,13.944,0.45,2.695,,
0,37.162,23.777,17.594,0.497,2.483,,
4.292,36.971,23.096,19.412,0.636,2.218,,
2.656,34.145,22.457,13.453,0.64,2.883,,
2.093,37.533,25.856,11.057,0.548,2.888,,
35.35,31.493,22.772,4.833,0.812,2.381,,
4.583,36.553,19.182,21.042,0.739,2.176,,
1.868,38.756,24.475,22.289,0.549,3.311,,
12.954,35.684,20.287,18.245,0.593,3.581,,
0,33.456,16.027,24.435,0.401,2.261,,
0,36.067,17.733,23.978,0.351,1.81,,
0,35.896,20.626,22.653,0.39,2.104,,
0,34.666,20.231,20.711,0.426,2.334,,
1.451,31.629,20.159,15.294,0.566,2.856,,
0,32.578,15.158,22.761,0.612,2.432,,
0,33.799,16.43,22.994,0.457,2.162,,
0,35.545,18.95,22.556,0.345,3.341,,
0.13,35.475,23.433,17.866,0.533,5.165,,
5.026,30.082,25.596,9.313,0.68,6.492,,
42.397,25.997,10.416,7.41,0.822,5.772,,
0,23.189,10.41,22.438,0.607,3.322,,
0,28.338,9.926,23.351,0.553,1.646,,
0,30.168,12.01,22.915,0.45,1.946,,
0,33.043,16.278,19.958,0.466,2.385,,
0.711,35.112,21.148,20.071,0.638,3.504,,
3.262,39.932,23.65,18.158,0.664,2.793,,
13.19,33.641,24.306,19.512,0.764,2.079,,
2.307,36.048,24.182,21.035,0.637,3.684,,
0,36.612,25.778,20.252,0.509,3.822,,
0.615,35.868,23.756,20.158,0.554,3.644,,
3.251,32.121,23.986,4.602,0.601,4.806,,
1.92E+01,29.498,19.83,18.926,0.755,2.457,,
0,28.174,13.518,21.389,0.443,3.236,,
0,32.389,15.251,21.136,0.386,2.886,,
0,34.638,14.355,20.858,0.342,1.412,,
0,32.648,17.138,20.593,0.453,3.682,,
0,33.11,21.809,20.21,0.401,5.818,,
0.56,33.435,21.899,15.485,0.499,4.444,,
1.325,25.864,14.638,13.221,0.754,3.376,,
0,30.055,13.098,19.544,0.702,0.766,,
0,30.671,15.348,19.634,0.63,2.044,,
0.048,29.73,19.128,13.45,0.624,2.435,,
0,30.294,18.091,15.064,0.573,2.742,,
1.02,31.546,21.153,12.451,0.63,3.848,,
15.868,26.863,10.376,15.468,0.702,4.293,,
0,21.864,7.734,18.936,0.604,2.835,,
0.652,24.681,11.518,16.403,0.684,1.404,,
0.776,21.087,13.548,5.725,0.84,2.462,,
24.07,22.566,16.719,15.438,0.842,4.249,,
0.218,22.302,13.195,15.128,0.839,1.885,,
0.584,23.134,13.709,7.935,0.879,3.267,,
1.311,27.756,18.153,9.266,0.851,4.163,,
6.671,26.377,16.81,9.069,0.885,2.416,,
14.478,27.093,20.207,9.701,0.873,2.486,,
24.743,25.11,20.964,12.029,0.909,2.319,,
119.816,22.129,15.418,2.755,0.958,2.745,,
0.694,17.068,9.318,16.577,0.772,4.683,,
0,17.493,6.381,18.127,0.646,2.47,,
0,17.912,6.231,17.853,0.67,2.28,,
0,18.857,6.993,13.662,0.693,1.671,,
0,22.273,7.686,16.822,0.714,0.866,,
0,20.046,9.715,16.778,0.751,2.781,,
0,15.514,8.971,16.405,0.63,4.299,,
0,20.78,6.124,16.697,0.544,3.862,,
2.633,17.883,2.888,5.313,0.657,5.29,,
2.015,5.986,-0.448,15.37,0.612,6.843,,
0,8.663,-3.202,17.014,0.462,2.301,,
0,14.216,-1.227,14.56,0.518,3.112,,
5.27,12.433,6.303,3.722,0.766,3.074,,
